Timestamp,Sex,Age,Experience,FromLeargningToJobTime,Category,CloudUsage,FirstLanguage,CurrentLanguage,MainFramework,SourceControl,HasTesters,CI,StackoverflowPoints,GithubStars,WorkType,JobType,WorkingLanguage,MainEmployerCategory,PhysicalLocation,AverageMonthlyRevenueInGel,CountryWithMostRevenue,CurrentJobSatisfaction,AverageMonthlyWorkHours,DeservedSalaryOpinion,GPA,EducationLevel,LaptopDesktop,OperatingSystem,RAM,Memory,InformationTechProgressActions,GainNewGenerationInterest,NextSurveyQuestion
12/25/2022 15:22:27,მამრობითი,21-23,არ მაქვს,არ ვმუშაობ,Data Scientist,არ ვიყენებ,Python,Javascript,Django,Git,კი,არ ვიყენებთ,100-200,0-10,არ ვარ დასაქმებული,არ უპასუხია,ინგლისური,ფინანსები,საქართველო,0-299,საქართველო,კი,40-100,1000-1500,3.9-3.99,ვსწავლობ/dropout - master,ლეპტოპი,Windows,16 gb,512 gb,სკოლაში ისწავლებოდეს კომპიუტერული მეცნიერებები და ფინანსები,შედეგებით,
12/25/2022 16:19:36,მამრობითი,24-26,1-2 წელი,0 - 0.5 წელი,Mobile Apps Developer,არ ვიყენებ,Javascript,TypeScript,React,Bitbucket,კი,არ ვიყენებთ,არ მაქვს account,არ უპასუხია,Full Time,Office - Local Projects,ქართული,E-commerce ,საქართველო,2k-3k,საქართველო,კი,100-160,2k-3k,3-3.5,დავამთავრე - master,ლეპტოპი,Macos,8 gb,256 gb,,Pr კამპანიებით,თუ რამდენად კმაყოფილი ვართ კონკრეტული ფრეიმვორქით და ასევე რომელი ტექნოლოგიები არ მოგვწონს ყველაზე მეტად
12/25/2022 17:16:01,მამრობითი,30-34,9-12 წელი,0 - 0.5 წელი,Business Analyst,არ ვიყენებ,C++,SQL,არც ერთს,არ ვიყენებთ,არა,არ ვიყენებთ,არ მაქვს account,არ მაქვს account,არ ვარ დასაქმებული,Remote  - Local Projects,ქართული,ფინანსები,საქართველო,4k-5k,საქართველო,არა,100-160,7k-10k,3-3.5,დავამთავრე -  bachelor,Desktop კომპიუტერი,Windows,16 gb,256 gb,,,
12/25/2022 17:50:29,მამრობითი,21-23,4-6 წელი,არ უპასუხია,Back End Developer,AWS,C,Python,Django,Git,კი,Jenkins,არ მაქვს account,0-10,Both (Full time + Part Time),Remote  - International Projects,ინგლისური,ფინანსები,საქართველო,10k-15k,გერმანია,კი,200-240,10k-15k,3.8-3.9,დავამთავრე -  bachelor,ლეპტოპი,Linux,16 gb,1 tb,,,
12/26/2022 13:44:50,მამრობითი,21-23,1-2 წელი,3 წელი,Full Stack Developer,არ ვიყენებ,Java,Java,Spring,Git,კი,Jenkins,არ მაქვს account,არ მაქვს account,Full Time,Remote  - International Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,საქართველო,10k-15k,საქართველო,კი,240-300,10k-15k,2.5-3,ვსწავლობ/dropout -  bachelor,ლეპტოპი,Linux,16 gb,512 gb,,,
12/26/2022 19:08:28,მდედრობითი,21-23,1-2 წელი,0.5 წელი - 1 წელი,Front End Developer,არ ვიყენებ,C++,TypeScript,Angular,Git,კი,Travis,10-100,0-10,არ ვარ დასაქმებული,Remote  - International Projects,ქართული,ინფორმაციული ტექნოლოგიები,საქართველო,2k-3k,საქართველო,კი,100-160,3k-4k,2.5-3,ვსწავლობ/dropout -  bachelor,ლეპტოპი,Windows,16 gb,არ უპასუხია,,,
12/27/2022 9:32:36,მამრობითი,24-26,1-2 წელი,0 - 0.5 წელი,Business Analyst,არ ვიყენებ,SQL,SQL,არც ერთს,არ ვიყენებთ,კი,არ ვიყენებთ,არ მაქვს account,არ მაქვს account,Full Time,Office -  International Projects,ინგლისური,გაყიდვები,საქართველო,2k-3k,საქართველო,კი,160-200,2k-3k,2-2.5,დავამთავრე -  bachelor,ლეპტოპი,Windows,16 gb,256 gb,ხალხმა გაიაზროს სფეროს შინაარსი და მოხდეს დაინტერესება ამ ყველაფრით,უნდა დავანახოთ შესაძლებლობა სწორად. სად და რამდენად შორს შეუძლიათ წასვლა იმ სფეროში რომელიც ძირითად შემთხვევაში უმეტესობა ახალგაზრდისთვის ახლო და საინტერესოა ისედაც,"რას ურჩევდი ახალბედას?
მაგალითად რომელი პროგრამული ენის სწავლის დაწყებას
რაიმე პროფესიული რჩევა"
12/27/2022 12:45:27,მამრობითი,24-26,არ მაქვს,არ ვმუშაობ,Back End Developer,არ ვიყენებ,C#,C#,.NET,არ ვიყენებთ,არა,არ ვიყენებთ,არ მაქვს account,არ მაქვს account,არ ვარ დასაქმებული,Remote  - International Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,არ უპასუხია,არ უპასუხია,ამერიკის შეერთებული შტატები,კი,40-100,5k-6k,1-1.5,არ უპასუხია,ლეპტოპი,არ უპასუხია,16 gb,1 tb,,,
12/27/2022 12:55:54,მამრობითი,24-26,4-6 წელი,1.5 წელი - 2 წელი,Full Stack Developer,AZURE,Python,Javascript,Angular,Git,კი,Circle CI,0-10,0-10,Full Time,Remote  - International Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,საქართველო,4k-5k,საქართველო,არა,160-200,6k-7k,3-3.5,ვსწავლობ/dropout - master,ორივე,Macos,16 gb,1 tb,,,
12/27/2022 13:16:14,მამრობითი,24-26,0-1 წელი,1 წელი - 18 თვე,Full Stack Developer,არ ვიყენებ,C#,Javascript,Vue,Git,არა,არ ვიყენებთ,არ მაქვს account,0-10,Full Time,Office - Local Projects,ქართული,განათლება,საქართველო,1500-1999,საქართველო,კი,100-160,3k-4k,3-3.5,ვსწავლობ/dropout - master,ლეპტოპი,Windows,8 gb,256 gb,"ახალი თაობა უნდა დაინტერესდეს უფრო მეტად. ახალგაზრდებში არის შიში პროგრამირების მიმართ, რაც სფეროში გაურკვევლობის ბრალია და ეს იწვევს საერთოდ არ უარის თქმას ამ საქმიანობაზე.",მიმაჩნია რომ სკოლაშივე რაღაც დონით უნდა ისწავლებოდეს და თამაშის თ გართობის სახე უნდა მიეცეს.,აპირებ თუ არა საკუთარი ტექ კომპანიის წამოწყებას 
12/27/2022 15:09:18,მამრობითი,24-26,2-4 წელი,0 - 0.5 წელი,Mobile Apps Developer,არ უპასუხია,Java,Kotlin,არც ერთს,Git,კი,არ უპასუხია,100-200,0-10,Full Time,Remote  - International Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,საქართველო,2k-3k,გერმანია,კი,160-200,5k-6k,1-1.5,ვსწავლობ/dropout -  bachelor,ლეპტოპი,Windows,16 gb,512 gb,,,
12/27/2022 23:26:57,მამრობითი,27-29,9-12 წელი,0 - 0.5 წელი,Full Stack Developer,Digital Ocean,PHP,Python,Frappe,Git,არა,არ ვიყენებთ,არ მაქვს account,არ უპასუხია,არ ვარ დასაქმებული,არ უპასუხია,ქართული,არ უპასუხია,საქართველო,0-299,საქართველო,არა,160-200,7k-10k,2.5-3,ვსწავლობ/dropout -  bachelor,ლეპტოპი,Linux,8 gb,1 tb,,,
12/28/2022 13:27:27,მამრობითი,27-29,6-9 წელი,1 წელი - 18 თვე,Front End Developer,AWS,Swift,Javascript,React,Git,კი,Jenkins,0-10,0-10,არ ვარ დასაქმებული,Remote  - International Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,საქართველო,10k-15k,დიდი ბრიტანეთი,კი,100-160,20k-30k,არ უპასუხია,დავამთავრე -  bachelor,ორივე,Macos,32 gb,1 tb,სკოლებში პროგრამირების გაკვეთილები,გამოვაცდევინოთ დეველოპმენტის პროცესი და მიღებული შედეგი. ,
12/28/2022 13:27:32,მამრობითი,24-26,6-9 წელი,1.5 წელი - 2 წელი,Full Stack Developer,AWS,C++,TypeScript,React,Git,არა,Github,1000-2000,20-50,Full Time,Remote  - International Projects,ინგლისური,Ed-tech,საქართველო,30k-50k,ამერიკის შეერთებული შტატები,კი,100-160,30k-50k,3-3.5,ვსწავლობ/dropout - master,ლეპტოპი,Macos,16 gb,1 tb,,,რომელი ბუთქემფი გაიარეთ?
12/28/2022 13:28:35,მამრობითი,21-23,1-2 წელი,0.5 წელი - 1 წელი,Full Stack Developer,Digital Ocean,C++,PHP,Laravel,Git,კი,არ ვიყენებთ,არ მაქვს account,50-100,Full Time,Remote  - International Projects,ინგლისური,გემბლინგი,საქართველო,1500-1999,საქართველო,კი,160-200,2k-3k,3.5-3.7,ვსწავლობ/dropout -  bachelor,ლეპტოპი,Linux,16 gb,256 gb,,,
12/28/2022 13:33:17,მამრობითი,30-34,9-12 წელი,0 - 0.5 წელი,Business Analyst,AWS,Python,Javascript,React,Git,კი,Jenkins,0-10,0-10,Full Time,Office - Local Projects,ქართული,საცალო ვაჭრობა,საქართველო,6k-7k,საქართველო,კი,160-200,7k-10k,0-0.5,დავამთავრე -  bachelor,ლეპტოპი,Windows,16 gb,512 gb,მეტი უცხოური IT დამსაქმებელი უნდა შემოვიდეს საქართველოში. სწავლის ხარისხი უნდა გაიზარდოს. უნდა ტარდებოდეს სამეცნიერო კვლევები ამ მიმართულებით.,"მიუხედავად იმისა, რომ ბოლო პერიოდში საკმაოდ გაიზარდა ინტერესე, ინფორმაციის დონეზე მგონია რომ ბევრს არ ესმის ბოლომდე რა არის it. უნდა მოხდეს დისციპლინების ჩაშლა, რომ პროგრამირების გარდა ბევრი სხვადასხვა მიმართულება არსებობს ამ სფეროში. ყველას შეუძლია თავისი თავის პოვნა. ",ეს სფერო ჯანმრთელობის მიმართულებით რა პრობლემებს იწვევს და რა ხარჯებს ამაზე ჩავამატებდი კითხვას შემდეგი წლისთვის. 
12/28/2022 13:34:41,მამრობითი,18-20,1-2 წელი,0.5 წელი - 1 წელი,Mobile Apps Developer,არ ვიყენებ,Python,Kotlin,.NET,Git,კი,არ ვიყენებთ,არ მაქვს account,0-10,Full Time,Office -  International Projects,ქართული,ინფორმაციული ტექნოლოგიები,საქართველო,1000-1499,საქართველო,კი,100-160,1500-2000,3.9-3.99,ვსწავლობ/dropout -  bachelor,Desktop კომპიუტერი,Macos,8 gb,512 gb,,,
12/28/2022 13:35:54,მამრობითი,24-26,4-6 წელი,1.5 წელი - 2 წელი,Full Stack Developer,არ ვიყენებ,C,C#,.NET,Git,კი,არ უპასუხია,არ მაქვს account,არ უპასუხია,Full Time,Office - Local Projects,ქართული,სადაზღვევო სფერო,საქართველო,3k-4k,საქართველო,კი,160-200,5k-6k,3.8-3.9,დავამთავრე -  bachelor,ლეპტოპი,Windows,24 gb,512 gb,"შრომითი უფლებების რეგულირება, ინვესტიციების და ხელფასების ზრდა.",,
12/28/2022 13:36:32,მამრობითი,30-34,9-12 წელი,0.5 წელი - 1 წელი,Full Stack Developer,Digital Ocean,PHP,TypeScript,Angular,Git,კი,Jenkins,700-1000,0-10,Both (Full time + Part Time),Remote  - International Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,საქართველო,10k-15k,უკრაინა,კი,100-160,15k-20k,არ უპასუხია,დავამთავრე -  bachelor,ლეპტოპი,არ უპასუხია,16 gb,256 gb,1. პოლიტიკური ნება 2. მეტი თავისუფლება და ნაკლები ბიუროკრატია 4. ნაკლები ნეპოტიზმი,"არავის ძალით დაინტერესებას არ მივესალმები, უბრალოდ ყველას უნდა მისცე შანსი გემო გაუგოს ამ სფეროს და შემდეგ თვითონ გადაწყვიტონ აინტერესებთ თუ არა",
12/28/2022 13:38:37,მამრობითი,21-23,1-2 წელი,1 წელი - 18 თვე,Back End Developer,არ ვიყენებ,Java,C#,.NET Core,Git,კი,არ ვიყენებთ,არ მაქვს account,არ მაქვს account,Full Time,Office - Local Projects,ქართული,ინფორმაციული ტექნოლოგიები,საქართველო,2k-3k,საქართველო,კი,0-40,3k-4k,2-2.5,ვსწავლობ/dropout -  bachelor,Desktop კომპიუტერი,Windows,16 gb,256 gb,პირველ რიგში უნდა შეიცვალოს სწავლების მეთოდიკა უნივერსიტეტებსა და სხვადასხავა სასწავლო ცენტრებში,ვფიქრობ მომავალ თაობაში ისედაც საკმაოდ დიდი ინტერესია ამ სფეროს მიმართ,
12/28/2022 13:39:14,მამრობითი,21-23,2-4 წელი,0.5 წელი - 1 წელი,Full Stack Developer,არ ვიყენებ,PHP,PHP,Laravel,Git,არა,არ ვიყენებთ,10-100,0-10,Full Time,Office - Local Projects,ქართული,განათლება,საქართველო,2k-3k,საქართველო,კი,100-160,5k-6k,არ უპასუხია,მხოლოდ სკოლა,ლეპტოპი,Linux,16 gb,256 gb,"non profit ორგანიზაციები კაი იქნებოდა, როგორიცაა nat geo.",ჯობს ჯერ მათემატიკით დავაინტერესოთ. :)),"რამდენი ""ვაი დეველოპერს"" იცნობთქო."
12/28/2022 13:41:43,მამრობითი,24-26,2-4 წელი,0.5 წელი - 1 წელი,Full Stack Developer,არ უპასუხია,Javascript,PHP,Laravel,Git,არა,Jenkins,10-100,0-10,Full Time,Office - Local Projects,ქართული,ფინანსები,არ უპასუხია,7k-10k,არ უპასუხია,კი,0-40,10k-15k,1.5-2,დავამთავრე -  bachelor,ლეპტოპი,Macos,8 gb,256 gb,,,
12/28/2022 13:49:09,მამრობითი,27-29,4-6 წელი,0.5 წელი - 1 წელი,Support Specialist,Hetzner,Javascript,Javascript,არც ერთს,არ ვიყენებთ,არა,არ ვიყენებთ,არ მაქვს account,არ მაქვს account,Part Time,Remote  - International Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,საქართველო,3k-4k,პოლონეთი,კი,100-160,4k-5k,არ უპასუხია,ვსწავლობ/dropout -  bachelor,ლეპტოპი,Windows,16 gb,1 tb,მშობლებმა ხელი უნდა შეუწყონ შვილებს განვითარებაში ,ინფორმაციული ტექნოლოგიების შესაძლებლობების სწორად წარმოჩენით,
12/28/2022 13:49:27,მამრობითი,24-26,6-9 წელი,3 წელი,Full Stack Developer,Digital Ocean,PHP,PHP,Laravel,Git,არა,Github Actions,700-1000,20-50,Both (Full time + Part Time),Remote  - International Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,საქართველო,20k-30k,გერმანია,კი,100-160,30k-50k,არ უპასუხია,მხოლოდ სკოლა,ლეპტოპი,Macos,16 gb,512 gb,"ბავშვობიდან ვასწავლოთ ბავშვებს ინგლისური მაღალ დონეზე, შემდეგ დავეხმაროთ ტექნოლოგიების სწორად გამოყენების სწავლაში, რაც შეუწყობს ხელს სწორ განვითარებას","ყოველთვის ვემხრობი პატარა ასაკიდან პატარ-პატარა ინტერესის გაღვივებას, რადგან პატარა ასაკიდან ეგ ინტერესი რეალურია და არა მაღალი შემოსავლის მიღების გამო მიღებული გადაწყვეტილება. რასაც რეალურად შეაყვარებ ბავშვს, შემდეგ აუცილებლად გააკეთებს ყველაფერს მისი მიზნებისთვის",
12/28/2022 13:52:34,მამრობითი,30-34,1-2 წელი,0 - 0.5 წელი,GIS Technician ,არ ვიყენებ,არ უპასუხია,Python,არც ერთს,არ ვიყენებთ,არა,არ ვიყენებთ,10-100,0-10,Full Time,Remote  - International Projects,ინგლისური,ტრანსპორტი ,საქართველო,2k-3k,ამერიკის შეერთებული შტატები,კი,160-200,2k-3k,2.5-3,ვსწავლობ/dropout - PHD,Desktop კომპიუტერი,Windows,32 gb,512 gb,უბრალოდ აიტი სფეროში მომუშავე კომონიებს პრეფერენციული საგადასახადო სისტემა უნდა ჰქონდეს. დაბალი და მარტივი საგადასახადო სისტემა ბევრს მოიზიდავს. პლიუს კიდე სასამართლო სისტემა უნდა იყოს გამართული დავებია სწრაფად მოსაგვარებლად.,გარანტირებული მაღალი ანაზღაურება და გარანტირებული სამუშაო გარემო. სხვა სფეროებთან სუფთა და შედარებით ბევრი თავისუფალი დრო.,"ქართველ დამსაქმებლებთან ურჩევნიათ მუშაობა თუ უცხოელებთან. მე მგონია აღმოჩნდება, რომ 80 % უცხოლებს არჩევს 😀"
12/28/2022 13:53:01,მამრობითი,21-23,1-2 წელი,0.5 წელი - 1 წელი,Front End Developer,არ ვიყენებ,Javascript,Javascript,Vue,Git,არა,არ ვიყენებთ,არ მაქვს account,0-10,Full Time,Office -  International Projects,ქართული,ინფორმაციული ტექნოლოგიები,საქართველო,500-999,საქართველო,კი,0-40,2k-3k,2-2.5,დავამთავრე -  bachelor,ლეპტოპი,Linux,16 gb,256 gb,,,
12/28/2022 13:53:12,მამრობითი,18-20,1-2 წელი,0 - 0.5 წელი,Blockchain Developer,AWS,Javascript,Javascript,React,Git,არა,არ ვიყენებთ,0-10,0-10,Full Time,Office - Local Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,საქართველო,1500-1999,საქართველო,არა,0-40,2k-3k,2-2.5,ვსწავლობ/dropout -  bachelor,ლეპტოპი,Windows,16 gb,256 gb,,,
12/28/2022 13:54:26,მამრობითი,30-34,12-15 წელი,1.5 წელი - 2 წელი,Cybsersecurity Engineer,არ უპასუხია,Python,Python,არც ერთს,Git,კი,azure devops,არ მაქვს account,0-10,Full Time,Office -  International Projects,ქართული,ფინანსები,საქართველო,7k-10k,საქართველო,არა,100-160,15k-20k,0-0.5,ვსწავლობ/dropout - master,ლეპტოპი,Windows,16 gb,512 gb,განათლება,ისედაც დაინტერესებულია,არვიცი
12/28/2022 13:55:08,მამრობითი,27-29,4-6 წელი,6-9 წელი,Full Stack Developer,AWS,C++,PHP,Laravel,Git,კი,Jenkins,0-10,0-10,Full Time,Remote  - International Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,საქართველო,15k-20k,ამერიკის შეერთებული შტატები,კი,160-200,15k-20k,1-1.5,დავამთავრე - master,ლეპტოპი,Macos,32 gb,1 tb,,,
12/28/2022 14:00:54,მამრობითი,27-29,6-9 წელი,1 წელი - 18 თვე,Full Stack Developer,Digital Ocean,C++,PHP,Laravel,Git,კი,Jenkins,არ მაქვს account,0-10,Both (Full time + Part Time),Remote  - Local Projects,ქართული,გემბლინგი,საქართველო,10k-15k,საქართველო,კი,160-200,15k-20k,1.5-2,დავამთავრე - master,ლეპტოპი,Macos,16 gb,512 gb,"სკოლებში უფრო მასიურად შევიტანდი,","მშობლებმა უნდა ავიღოთ ჩვენთავზე, ",...
12/28/2022 14:07:29,მამრობითი,30-34,4-6 წელი,1.5 წელი - 2 წელი,Full Stack Developer,LiNode,Pascal,PHP,Vue,Git,არა,Jenkins,10-100,0-10,Full Time,Remote  - International Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,საქართველო,3k-4k,ამერიკის შეერთებული შტატები,არა,200-240,4k-5k,3.5-3.7,დავამთავრე - master,ლეპტოპი,Macos,8 gb,256 gb,,,
12/28/2022 14:19:29,მამრობითი,27-29,6-9 წელი,0 - 0.5 წელი,Full Stack Developer,Digital Ocean,PHP,PHP,Wordpress,Git,კი,არ უპასუხია,არ მაქვს account,არ მაქვს account,Full Time,Hybrid (Office/Remote),ინგლისური,ინფორმაციული ტექნოლოგიები,საქართველო,10k-15k,საქართველო,კი,200-240,15k-20k,4,ვსწავლობ/dropout -  bachelor,ლეპტოპი,Macos,16 gb,512 gb,,,
12/28/2022 14:47:54,მდედრობითი,27-29,4-6 წელი,3 წელი,Front End Developer,არ ვიყენებ,C++,Java,არც ერთს,არ ვიყენებთ,კი,არ ვიყენებთ,0-10,0-10,Full Time,Office - Local Projects,ქართული,ინფორმაციული ტექნოლოგიები,საქართველო,4k-5k,საქართველო,არა,40-100,7k-10k,3.5-3.7,დავამთავრე - master,ლეპტოპი,Windows,16 gb,512 gb,,,
12/28/2022 14:51:22,მამრობითი,24-26,4-6 წელი,0 - 0.5 წელი,Full Stack Developer,AWS,C++,PHP,Laravel,Git,კი,Gitlab,0-10,0-10,Both (Full time + Part Time),Remote  - Local Projects,ქართული,გემბლინგი,საქართველო,20k-30k,საქართველო,კი,160-200,30k-50k,არ უპასუხია,დავამთავრე -  bachelor,ლეპტოპი,Macos,16 gb,512 gb,,,
12/28/2022 14:57:44,მამრობითი,24-26,2-4 წელი,1 წელი - 18 თვე,Full Stack Developer,Digital Ocean,C++,PHP,Laravel,Git,არა,Circle CI,5k-10k,20-50,Both (Full time + Part Time),Office - Local Projects,ქართული,ინფორმაციული ტექნოლოგიები,საქართველო,7k-10k,საქართველო,კი,100-160,10k-15k,1.5-2,ვსწავლობ/dropout -  bachelor,ლეპტოპი,Windows,16 gb,512 gb,,,
12/28/2022 15:07:39,მამრობითი,18-20,0-1 წელი,1 წელი - 18 თვე,Back End Developer,AWS,Javascript,TypeScript,NestJS,Git,არა,არ უპასუხია,არ მაქვს account,არ უპასუხია,Full Time,Remote  - Local Projects,ქართული,ინფორმაციული ტექნოლოგიები,საქართველო,500-999,საქართველო,კი,300-400,500-1000,3-3.5,ვსწავლობ/dropout -  bachelor,ლეპტოპი,Windows,8 gb,256 gb,,,
12/28/2022 15:09:03,მამრობითი,18-20,1-2 წელი,1.5 წელი - 2 წელი,Back End Developer,არ ვიყენებ,C#,C#,.NET Core,Git,კი,არ ვიყენებთ,არ მაქვს account,არ უპასუხია,Part Time,Remote  - Local Projects,ქართული,ინფორმაციული ტექნოლოგიები,საქართველო,1500-1999,საქართველო,კი,0-40,5k-6k,არ უპასუხია,დავამთავრე -  bachelor,ლეპტოპი,Macos,16 gb,512 gb,,,
12/28/2022 15:13:09,მამრობითი,27-29,1-2 წელი,0.5 წელი - 1 წელი,Front End Developer,არ ვიყენებ,Javascript,TypeScript,Angular,Git,კი,არ ვიყენებთ,100-200,0-10,Full Time,Remote  - Local Projects,ქართული,ფინანსები,საქართველო,3k-4k,საქართველო,კი,100-160,5k-6k,3-3.5,დავამთავრე - master,Desktop კომპიუტერი,Windows,16 gb,512 gb,,,
12/28/2022 15:28:45,მამრობითი,15-17,2-4 წელი,0.5 წელი - 1 წელი,Full Stack Developer,AWS,PHP,Javascript,React,Git,არა,არ ვიყენებთ,0-10,0-10,Both (Full time + Part Time),Hybrid (Office/Remote) - Both Local & International,ქართული,ინფორმაციული ტექნოლოგიები,საქართველო,1000-1499,საქართველო,კი,100-160,4k-5k,არ უპასუხია,ვსწავლობ სკოლაში,ლეპტოპი,Windows,8 gb,512 gb,,,
12/28/2022 15:31:11,მამრობითი,21-23,არ მაქვს,არ ვმუშაობ,Front End Developer,არ ვიყენებ,C++,Javascript,React,Git,კი,არ ვიყენებთ,არ მაქვს account,0-10,არ ვარ დასაქმებული,Office - Local Projects,ქართული,ინფორმაციული ტექნოლოგიები,საქართველო,500-999,საქართველო,არა,0-40,500-1000,2.5-3,ვსწავლობ/dropout -  bachelor,ლეპტოპი,Windows,8 gb,256 gb,პირველ რიგში განათლებას უნდა მიექცეს ყურადღება და შემდეგ ეს განათლებული ხალხი დასაქმდეს რომ მიიღოს გამოცდილება,დაინტერესებისთვის დაინერგოს მეტი აქტივობა და ივენთი ,იქნება თუარა მეტი სტაჟირების პროგრამები
12/28/2022 15:32:08,მამრობითი,18-20,1-2 წელი,0 - 0.5 წელი,Full Stack Developer,Digital Ocean,C++,PHP,Laravel,Git,კი,არ ვიყენებთ,არ მაქვს account,0-10,Full Time,Remote  - International Projects,ინგლისური,ფინანსები,საქართველო,1000-1499,საქართველო,კი,0-40,2k-3k,3-3.5,ვსწავლობ/dropout -  bachelor,ლეპტოპი,Linux,16 gb,256 gb,,,
12/28/2022 15:55:10,მამრობითი,18-20,1-2 წელი,1.5 წელი - 2 წელი,Back End Developer,არ ვიყენებ,C,Python,Django,Git,არა,არ ვიყენებთ,არ მაქვს account,10-20,Part Time,Remote  - Local Projects,ქართული,ფინანსები,საქართველო,3k-4k,ისრაელი,კი,40-100,3k-4k,3-3.5,ვსწავლობ/dropout -  bachelor,ლეპტოპი,Linux,12 gb,256 gb,"უნდა დაინერგოს სასწავლებლეში ტექნოლოგიური ჰაბები, სკოლებში პირველ რიგში. ზოგადი უნარები უნდა ისწავლებოდეს და ბარდებოდეს! დღევანდელი, თანამედროვე გაგებით, ინფორმაციული ტექნოლოგიების პოპულარული ასპექტები, როგორიცაა ვებ და მობაილ დეველოპმენტი, ან სრულებითაც Software Engineering არაფერია სხვა, თუ არა ზოგადი უნარები.",,თავად როგორ ჩაერთნენ ამ სფეროში და რა გახდა მოტივაცია?
12/28/2022 16:09:05,მამრობითი,18-20,1-2 წელი,1.5 წელი - 2 წელი,Full Stack Developer,LiNode,Python,TypeScript,NodeJS,Git,არა,Github actions,არ მაქვს account,0-10,Full Time,Remote  - International Projects,ინგლისური,გაყიდვები,საქართველო,7k-10k,Philipines,კი,160-200,10k-15k,1.5-2,ვსწავლობ/dropout -  bachelor,ლეპტოპი,Macos,16 gb,256 gb,,,
12/28/2022 16:29:10,მამრობითი,27-29,4-6 წელი,4 წელი,Support Specialist,არ ვიყენებ,Python,არც ერთს,არც ერთს,Git,არა,არ ვიყენებთ,0-10,0-10,Part Time,Office - Local Projects,ქართული,ინფორმაციული ტექნოლოგიები,საქართველო,500-999,საქართველო,არა,40-100,1500-2000,3-3.5,ვსწავლობ/dropout - PHD,ლეპტოპი,Windows,32 gb,512 gb,,"სკოლებში უნდა შევიდეს საგნად, შესავალი უნდა ისწავლებოდეს",
12/28/2022 16:42:05,მამრობითი,21-23,2-4 წელი,0.5 წელი - 1 წელი,Mobile Apps Developer,არ ვიყენებ,Java,Kotlin,არც ერთს,Git,კი,Azure DevOps,100-200,0-10,Full Time,Remote  - Local Projects,ქართული,ფინანსები,საქართველო,7k-10k,საქართველო,კი,200-240,10k-15k,2-2.5,ვსწავლობ/dropout -  bachelor,ლეპტოპი,Macos,16 gb,512 gb,,,
12/28/2022 17:07:24,მამრობითი,27-29,6-9 წელი,0 - 0.5 წელი,Cybsersecurity Engineer,არ ვიყენებ,Visual Basic,Python,არ უპასუხია,Git,არ უპასუხია,არ უპასუხია,არ უპასუხია,არ უპასუხია,Full Time,Office - Local Projects,ქართული,ინფორმაციული ტექნოლოგიები,საქართველო,7k-10k,საქართველო,კი,200-240,70k-100k,არ უპასუხია,დავამთავრე -  bachelor,Desktop კომპიუტერი,Linux,32 gb,1 tb,,,
12/28/2022 17:35:44,მამრობითი,0-14,0-1 წელი,1.5 წელი - 2 წელი,Front End Developer,არ ვიყენებ,C++,Javascript,React,Git,არა,არ ვიყენებთ,არ მაქვს account,20-50,Part Time,Office - Local Projects,ქართული,ინფორმაციული ტექნოლოგიები,საქართველო,500-999,საქართველო,კი,0-40,500-1000,0-0.5,მხოლოდ სკოლა,ლეპტოპი,Windows,16 gb,256 gb,.,.,.
12/28/2022 17:57:46,მამრობითი,24-26,1-2 წელი,3 წელი,Front End Developer,AWS,C++,TypeScript,React,Git,კი,არ ვიყენებთ,0-10,0-10,Full Time,Office - Local Projects,ქართული,ინფორმაციული ტექნოლოგიები,საქართველო,6k-7k,უკრაინა,კი,160-200,10k-15k,2.5-3,დავამთავრე -  bachelor,ლეპტოპი,Macos,8 gb,256 gb,,,
12/28/2022 17:58:32,მამრობითი,27-29,6-9 წელი,4-6 წელი,Full Stack Developer,Digital Ocean,C#,TypeScript,Koa,Git,კი,Github Actions,0-10,0-10,Both (Full time + Part Time),Office - Local Projects,ქართული,ფინანსები,საქართველო,10k-15k,საქართველო,არა,200-240,15k-20k,1.5-2,დავამთავრე -  bachelor,ლეპტოპი,Macos,32 gb,1 tb,ახალმა თაობამ მონდომება უნდა გამოიჩინოს სიახლეების სწავლაში და არ უნდა იყოს გაჩერებული ერთ ადგილას. ასევე არატექნიკური საზოგადოებისთვის უფრო მეტი ინფორმაციის მიწოდება.,"რეალურად დავანახოთ რა შედეგები მოაქვს it სფეროს. დაჭიროა დავაკვალიანოთ რა და როგორ შეიძლება შეისწავლოს. არაა კარგი, როდესაც თითოეულ თემას დაღეჭილად მიაწვდი.",რომელ ტექნოლოგიაზე გირჩევნია იმუშაო. რომელი გიყვარს. რომელი გძულს.
