Timestamp,Sex,Age,Experience,FromLeargningToJobTime,Category,CloudUsage,FirstLanguage,CurrentLanguage,MainFramework,SourceControl,HasTesters,CI,StackoverflowPoints,GithubStars,WorkType,JobType,WorkingLanguage,MainEmployerCategory,PhysicalLocation,AverageMonthlyRevenueInGel,CountryWithMostRevenue,CurrentJobSatisfaction,AverageMonthlyWorkHours,DeservedSalaryOpinion,CovidSalaryInfluence,NationalSkillExamPoints,GPA,EducationLevel,LaptopDesktop,OperatingSystem,ComputerModel,RAM,Memory,InformationTechProgressActions,GainNewGenerationInterest
12/11/2021 9:48:18,მამრობითი,18-20,1-2 წელი,4-6 თვე,Back End Developer,არ ვიყენებ,C++,C#,.NET,Git,კი,Jenkins,არ მაქვს account,0-10,Full Time,Office - Local Projects,ქართული,ფინანსები,საქართველო,2k-3k,საქართველო,კი,100-160,3k-4k,არ უმოქმედია,70-80 %,1.5-2,ვსწავლობ -  bachelor,ლეპტოპი,Windows,Dell,8 gb,256 gb,კომპანია უნდა ზრუნავდეს კადრის განვითარებაზე. უნდა მიხვდეს რო კადრის განვითარებით თვითონაც სწრაფად ზრდადი იქნება.,Tech სფეროში წარმატებული ადამიანების მაგალითები უნდა აჩვენო. (ფულს რო კარგად შოულობენ ეგეთი უფრო).
12/11/2021 11:16:48,მამრობითი,27-29,არ მაქვს,6 თვე - 1 წელი,Back End Developer,Digital Ocean,Python,Python,Django,Git,არა,არ ვიყენებთ,100-200,20-50,არ ვარ დასაქმებული,Remote  - Local Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,გერმანია,2k-3k,გერმანია,კი,160-240,4k-5k,"კი, გაიზარდა",60-70 %,3.5-3.7,დავამთავრე -  bachelor,ლეპტოპი,Linux,Lenovo ThinkPad,12 gb,512 gb,,
12/11/2021 14:02:03,მამრობითი,30-34,15-20 წელი,1 წელი - 18 თვე,Full Stack Developer,Digital Ocean,PHP,PHP,Laravel,Git,არა,Gitlab CI,1000-2000,0-10,Full Time,Office -  International Projects,ქართული,ფინანსები,საქართველო,30k-50k,დიდი ბრიტანეთი,კი,240-300,100k+,"კი, გაიზარდა",50-60 %,3.5-3.7,დავამთავრე -  bachelor,ლეპტოპი,Macos,MacBook Pro,16 gb,256 gb,ადამიანებმა უნდა მოინდომონ და ბევრი იშრომონ,ფულით და შემოსავლით არა! 
12/11/2021 18:06:09,მამრობითი,24-26,6-9 წელი,0-3 თვე,Support Specialist,Digital Ocean,Python,არც ერთს,არც ერთს,არ ვიყენებთ,არა,არ ვიყენებთ,არ მაქვს account,არ მაქვს account,Both (Full time + Part Time),Office -  International Projects,ინგლისური,ფინანსები,საქართველო,2k-3k,საქართველო,არა,160-240,3k-4k,არ უმოქმედია,60-70 %,2-2.5,დავამთავრე -  bachelor,ლეპტოპი,Linux,Lenovo,8 gb,512 gb,,
12/11/2021 19:10:08,მამრობითი,27-29,6-9 წელი,4-6 თვე,System Administrator,არ ვიყენებ,არ უპასუხია,არ უპასუხია,არ უპასუხია,Gitlab,კი,Gitlab CI,არ მაქვს account,არ მაქვს account,Full Time,Office - Local Projects,ქართული,ინფორმაციული ტექნოლოგიები,საქართველო,არ უპასუხია,საქართველო,კი,400+,6k-7k,არ უმოქმედია,80-90 %,2.5-3,დავამთავრე - master,Desktop კომპიუტერი,Windows,არ უპასუხია,16 gb,256 gb,,
12/11/2021 20:34:01,მამრობითი,35-39,12-15 წელი,4-6 წელი,System Administrator,AZURE,არ უპასუხია,არც ერთს,არც ერთს,არ ვიყენებთ,არა,არ ვიყენებთ,არ მაქვს account,არ მაქვს account,Both (Full time + Part Time),Office - Local Projects,ინგლისური,არ უპასუხია,საქართველო,5k-6k,საქართველო,კი,40-100,6k-7k,"კი, გაიზარდა",არ უპასუხია,არ უპასუხია,დავამთავრე - master,ლეპტოპი,Windows,Lenovo ThinkPad,8 gb,512 gb,,
12/12/2021 15:07:55,მამრობითი,24-26,2-4 წელი,3 წელი,Back End Developer,AWS,C++,C#,.NET Core,Git,კი,არ ვიყენებთ,არ უპასუხია,არ უპასუხია,Both (Full time + Part Time),Remote  - International Projects,ინგლისური,ფინანსები,საქართველო,10k-15k,საქართველო,კი,240-300,10k-15k,"კი, გაიზარდა",არ უპასუხია,3-3.5,დავამთავრე -  bachelor,ლეპტოპი,Windows,არ უპასუხია,16 gb,1 tb,,
12/12/2021 21:35:49,მამრობითი,21-23,2-4 წელი,4-6 თვე,QA Engineer,არ ვიყენებ,Python,არც ერთს,არც ერთს,Git,კი,არ ვიყენებთ,არ მაქვს account,არ მაქვს account,Full Time,Office -  International Projects,ქართული,ფინანსები,საქართველო,1500-1999,საქართველო,კი,0-40,1500-2000,"კი, გაიზარდა",40-50 %,0.5-1,ვსწავლობ -  bachelor,ლეპტოპი,Windows,არ უპასუხია,16 gb,512 gb,,
12/13/2021 8:19:07,მამრობითი,27-29,4-6 წელი,1 წელი - 18 თვე,DevOps Engineer,AWS,Javascript,Javascript,არც ერთს,არ ვიყენებთ,არა,არ ვიყენებთ,არ მაქვს account,არ მაქვს account,Both (Full time + Part Time),Office - Local Projects,ქართული,ინფორმაციული ტექნოლოგიები,საქართველო,2k-3k,საქართველო,არა,160-240,4k-5k,"კი, გაიზარდა",70-80 %,3.5-3.7,ვსწავლობ - master,ლეპტოპი,Linux,HP EliteBook,16 gb,1 tb,დიდი უცხოური კომპანია უნდა შემოვიდეს ,სკოლაში უნდა ისწავლებოდეს აუცილებლად 7 კლასიდან ძირითადი ალგორითმის მუშაობები ზოგადად და მარტივი დაპროგრამებაც
12/13/2021 11:56:27,მამრობითი,27-29,4-6 წელი,4 წელი,Full Stack Developer,AWS,PHP,TypeScript,React,Git,არა,Github Actions,700-1000,10-20,Full Time,Remote  - Local Projects,ქართული,ინფორმაციული ტექნოლოგიები,საქართველო,2k-3k,საქართველო,კი,160-240,10k-15k,"კი, შემცირდა",70-80 %,2.5-3,დავამთავრე -  bachelor,არ უპასუხია,Macos,MacBook Pro,32 gb,1 tb,მეტი ინტერნშიფები და ჯუნიორ პოზიციები,უკვე დაინტერესებულები არიან
12/14/2021 10:41:15,მამრობითი,24-26,2-4 წელი,4 წელი,Back End Developer,არ ვიყენებ,C++,C#,.NET Core,Git,არა,არ ვიყენებთ,0-10,0-10,Full Time,Office - Local Projects,ქართული,ფინანსები,საქართველო,1000-1499,საქართველო,კი,100-160,2k-3k,არ უმოქმედია,50-60 %,3.7-3.8,დავამთავრე -  bachelor,Desktop კომპიუტერი,Windows,PC,8 gb,256 gb,სკოლებში დაბალი კლასებიდანვე უნდა დაეთმოს დრო ტექნოლოგიების და პროგრამირების შესწავლას.,ყველა სკოლაში უნდა შევიდეს ლეგო რობოტიკის შესწავლა პირველი კლასიდანვე ბავშვებისთვის ძალიან სახალისოა ლეგოსთან ურთიერთბა თან ამ ყველაფრით შეიძლება მიეჩვიოს ბავშვი ლოგიკურ აზროვნებას და პატარაობიდანვე რაც უფრო ახლოს იქნება ამ ყველაფერთან უფრო დიდი ინტერესი წამოვა მისგან.
12/14/2021 14:48:44,მამრობითი,40-44,15-20 წელი,0-3 თვე,System Administrator,AWS,SQL,SQL,არც ერთს,TFS,არა,არ ვიყენებთ,არ მაქვს account,არ მაქვს account,Full Time,Office - Local Projects,ქართული,ფინანსები,საქართველო,3k-4k,საქართველო,კი,160-240,10k-15k,არ უმოქმედია,არ ჩამიბარებია,არ უპასუხია,დავამთავრე - master,Desktop კომპიუტერი,Windows,PC,32 gb,512 gb,ყველამ თავისი საქმე აკეთოს ,უკვე დაინტერესებულები არიან
12/14/2021 15:07:24,მამრობითი,21-23,1-2 წელი,0-3 თვე,Front End Developer,არ ვიყენებ,Javascript,Javascript,React,Git,არა,არ ვიყენებთ,არ მაქვს account,0-10,Full Time,Remote  - International Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,საქართველო,2k-3k,ამერიკის შეერთებული შტატები,კი,160-200,3k-4k,არ უმოქმედია,60-70 %,2.5-3,დავამთავრე -  bachelor,ლეპტოპი,Macos,MacBook,4 gb,120 gb,,კარგად უნდა ავუხსნთან რისი გაკეთება შეუძლიათ პროგრამირებით.
12/14/2021 18:01:21,მამრობითი,24-26,4-6 წელი,6 თვე - 1 წელი,Full Stack Developer,არ ვიყენებ,PHP,PHP,Laravel,Git,კი,არ ვიყენებთ,არ მაქვს account,0-10,Full Time,Remote  - International Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,საქართველო,3k-4k,საქართველო,კი,160-200,4k-5k,არ უმოქმედია,80-90 %,1-1.5,ვსწავლობ -  bachelor,ლეპტოპი,Linux,არ უპასუხია,32 gb,512 gb,,
12/14/2021 20:04:32,მამრობითი,30-34,12-15 წელი,6 თვე - 1 წელი,Full Stack Developer,არ ვიყენებ,C++,C#,.NET Core,არ ვიყენებთ,არა,არ ვიყენებთ,არ მაქვს account,არ მაქვს account,Full Time,Office - Local Projects,ქართული,ფინანსები,საქართველო,1000-1499,საქართველო,არა,300-400,2k-3k,არ უმოქმედია,70-80 %,არ უპასუხია,დავამთავრე -  bachelor,ლეპტოპი,Windows,Asus,4 gb,256 gb,KIU,დასაქმების პერსპექტივით
12/15/2021 9:08:45,მამრობითი,27-29,4-6 წელი,4 წელი,System Administrator,GCP,C,არც ერთს,არც ერთს,Git,არა,არ ვიყენებთ,0-10,0-10,Full Time,Office - Local Projects,ქართული,საგანმანათლებლო,საქართველო,1000-1499,საქართველო,არა,100-160,4k-5k,არ უმოქმედია,80-90 %,1.5-2,დავამთავრე - master,ლეპტოპი,არ უპასუხია,Dell Inspiron,8 gb,512 gb,"ნეისმიერი ადამიანი უნდა იყოს ციფრულად წიგნიერი, IT-ებს დარჩებათ უფრო მეტი დრო ჩაუღრმავდნენ თავიანთ თავს. საბოლოო ჯამში IT ქვეყანა ვიქნებით. ეს ყველაფერი თავდაუზოგავი შრომით. თუმცა - ღა - ""იმის თქმის არიყოს"", ფეხი ფეხზე თუ გადაიდეს რაღაც მწვერვალის შემდეგ - დავილუპებით. ასერომ - Be water my friends","ღია პასუხი - დაინტერესება ტექნოლოგიებით არ სჭირდებათ -  საკმაოდ დაინტერესებულები არიან - მიმართულება უნდა მივცეთ, ამაზე კი პასუხი ძალიან ვრცელია და ექვემდებარება დისკუსიას."
12/15/2021 14:21:01,მდედრობითი,18-20,0-1 წელი,0-3 თვე,QA Engineer,არ ვიყენებ,Python,Java,არც ერთს,Git,კი,არ ვიყენებთ,არ მაქვს account,0-10,Full Time,Office -  International Projects,ქართული,ინფორმაციული ტექნოლოგიები,საქართველო,500-999,საქართველო,არა,100-160,1500-2000,არ უმოქმედია,არ ჩამიბარებია,3.8-3.9,ვსწავლობ -  bachelor,ლეპტოპი,Windows,არ უპასუხია,40 gb,512 gb,,
12/15/2021 20:08:49,მამრობითი,27-29,6-9 წელი,18 თვე - 2 წელი,Front End Developer,AZURE,Java,TypeScript,React,Git,კი,Azure Pipelines,0-10,10-20,Full Time,Office -  International Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,ნიდერლანდები,15k-20k,ნიდერლანდები,კი,160-200,20k-30k,"კი, გაიზარდა",80-90 %,3-3.5,ვსწავლობ - master,ლეპტოპი,Windows,Dell,32 gb,512 gb,"ცოდნის მეტი გაზიარება. მითაფები, კონფერენციები, ტექ თოქები, ჰაკათონები",ფულით არა
12/15/2021 20:35:23,მამრობითი,27-29,6-9 წელი,4 წელი,Back End Developer,AWS,C++,TypeScript,NestJS,Git,კი,Jenkins,2000-5000,0-10,Full Time,Remote  - International Projects,რუსული,გემბლინგი,საქართველო,7k-10k,უკრაინა,არა,100-160,7k-10k,"კი, გაიზარდა",90 - 100 %,2-2.5,დავამთავრე -  bachelor,ლეპტოპი,Linux,Lenovo ThinkPad,16 gb,1 tb,არ ვიცი,კომპიუტერი უნდა იყოს ყველა ოჯახში და მერე ვნახოთ
12/15/2021 22:45:08,მამრობითი,24-26,4-6 წელი,18 თვე - 2 წელი,Full Stack Developer,AZURE,C++,C#,.NET Core,Git,კი,Azure Pipelines,100-200,50-100,Full Time,Office -  International Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,ისრაელი,20k-30k,ისრაელი ,კი,100-160,30k-50k,არ უმოქმედია,90 - 100 %,3.7-3.8,დავამთავრე -  bachelor,ლეპტოპი,Windows,არ უპასუხია,64 gb,1 tb,,
12/16/2021 0:09:32,მამრობითი,24-26,2-4 წელი,18 თვე - 2 წელი,Data Scientist,არ ვიყენებ,C++,Python,Django,Git,კი,არ ვიყენებთ,1000-2000,0-10,Full Time,Remote  - Local Projects,ქართული,ინფორმაციული ტექნოლოგიები,საქართველო,1000-1499,ამერიკის შეერთებული შტატები,არა,160-200,3k-4k,არ უმოქმედია,70-80 %,2.5-3,დავამთავრე -  bachelor,Desktop კომპიუტერი,Windows,PC,16 gb,512 gb,"პირველ რიგში იმისთვის, რომ მოტივაცია ჰქონდეს ადამიანს, როდესაც იწყებს მუშაობას ინდორმაციული ტექნოლოგიების სფეროში, უნდა ჰქონდეს ადეკვატური ანაზღაურება თავისი ცოდნისა და კომპეტენციის ფარგლებში (სამარცხვინო 400ლარიან სტაჟირებებზე მაქვს საუბარი) და ასევე უნდა შეეძლოს სამუშაო საათებიდან გარკვეული დრო უნდა ეთმობოდეს თვითგანვითარებას.","პირველ რიგში მშობელი უნდა ცდილობდეს იმას, რომ მისი შვილი ტექ სფეროთი დაინტერესდეს და არა სიტყვაზე მენეჯმენტით ან ბიზნესის ადმინისტრირებით, რაც სამწუხაროდ, ჩემი ასაკის თაობისთვისაა დამახასიათებელი. "
12/18/2021 9:07:07,მამრობითი,18-20,0-1 წელი,6 თვე - 1 წელი,Full Stack Developer,AWS,C++,TypeScript,React,Git,კი,Jenkins,არ მაქვს account,0-10,Full Time,Office -  International Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,საქართველო,1500-1999,ჰოლანდია,არა,240-300,4k-5k,"კი, გაიზარდა",70-80 %,3.9-3.99,ვსწავლობ -  bachelor,ლეპტოპი,Linux,Lenovo,16 gb,512 gb,,
12/18/2021 15:42:09,მდედრობითი,18-20,არ მაქვს,არ ვმუშაობ,Front End Developer,არ ვიყენებ,C++,C/C++,არც ერთს,Git,არა,არ ვიყენებთ,არ მაქვს account,0-10,არ ვარ დასაქმებული,არ უპასუხია,ინგლისური,არ უპასუხია,საქართველო,არ უპასუხია,არ უპასუხია,არ უპასუხია,არ ვარ დასაქმებული,0-300,არ უპასუხია,60-70 %,3.7-3.8,ვსწავლობ -  bachelor,ლეპტოპი,Windows,არ უპასუხია,4 gb,120 gb,,
12/18/2021 15:50:57,მამრობითი,18-20,2-4 წელი,არ ვმუშაობ,Full Stack Developer,არ ვიყენებ,Python,Javascript,React,Git,არ უპასუხია,არ უპასუხია,არ უპასუხია,არ უპასუხია,არ უპასუხია,არ უპასუხია,არ უპასუხია,არ უპასუხია,საქართველო,არ უპასუხია,არ უპასუხია,არ უპასუხია,არ უპასუხია,500-1000,არ უმოქმედია,90 - 100 %,3.7-3.8,ვსწავლობ -  bachelor,ლეპტოპი,Linux,არ უპასუხია,8 gb,120 gb,,
12/18/2021 15:56:43,მამრობითი,27-29,9-12 წელი,6 თვე - 1 წელი,Back End Developer,GCP,Pascal,Python,Django,Git,კი,Jenkins,700-1000,0-10,Full Time,Remote  - International Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,საქართველო,10k-15k,შვეიცარია,კი,100-160,20k-30k,არ უმოქმედია,70-80 %,3.5-3.7,დავამთავრე -  bachelor,ლეპტოპი,Linux,არ უპასუხია,16 gb,256 gb,"ალბათ ქომუნითის გაძლიერება სხვადასხვა მიმართულებით, სხვადასხვა ტექნოლოგიებზე ბევრი ტექ თოქების ჩატარება, პოპულარიზაცია ისეთი ადამიანების მხრიდან ვინც სფეროს სიღმისეულად იცნობს",
12/18/2021 16:14:59,მამრობითი,21-23,0-1 წელი,არ ვმუშაობ,Full Stack Developer,არ ვიყენებ,C++,Javascript,React,Git,არა,არ ვიყენებთ,არ მაქვს account,0-10,არ ვარ დასაქმებული,Remote  - Local Projects,ქართული,ინფორმაციული ტექნოლოგიები,საქართველო,1000-1499,საქართველო,არა,40-100,5k-6k,არ უმოქმედია,80-90 %,3-3.5,ვსწავლობ -  bachelor,Desktop კომპიუტერი,Windows,PC I3,16 gb,120 gb,მეტი სტარტაპი,შესაძლებლობის დონე ვანახოთ
12/18/2021 16:16:00,მამრობითი,21-23,0-1 წელი,4-6 თვე,Full Stack Developer,არ ვიყენებ,C++,Javascript,React,Git,კი,არ ვიყენებთ,არ მაქვს account,0-10,Full Time,Remote  - International Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,საქართველო,2k-3k,საქართველო,კი,100-160,4k-5k,"კი, გაიზარდა",70-80 %,3.8-3.9,დავამთავრე -  bachelor,ლეპტოპი,Windows,არ უპასუხია,8 gb,512 gb,,
12/18/2021 16:41:47,მამრობითი,24-26,4-6 წელი,1 წელი - 18 თვე,Full Stack Developer,Digital Ocean,C++,PHP,Laravel,Git,კი,არ უპასუხია,არ მაქვს account,არ უპასუხია,Both (Full time + Part Time),Remote  - Local Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,ბელგია,7k-10k,საქართველო,კი,100-160,7k-10k,არ უმოქმედია,80-90 %,2-2.5,დავამთავრე -  bachelor,ლეპტოპი,Macos,MacBook Pro,8 gb,256 gb,,
12/18/2021 17:23:04,მამრობითი,21-23,2-4 წელი,4-6 თვე,Front End Developer,AWS,C++,Javascript,React,Git,კი,არ ვიყენებთ,0-10,0-10,Full Time,Remote  - International Projects,ქართული,არ უპასუხია,საქართველო,6k-7k,ამერიკის შეერთებული შტატები,კი,40-100,10k-15k,"კი, გაიზარდა",60-70 %,1.5-2,დავამთავრე -  bachelor,ლეპტოპი,Linux,Acer,16 gb,512 gb,,
12/18/2021 18:37:03,მამრობითი,15-17,1-2 წელი,არ ვმუშაობ,Front End Developer,არ ვიყენებ,Python,Javascript,React,Git,არა,არ ვიყენებთ,არ მაქვს account,0-10,არ ვარ დასაქმებული,Remote  - Local Projects,ქართული,არ უპასუხია,საქართველო,0-299,საქართველო,არა,არ ვარ დასაქმებული,500-1000,არ უმოქმედია,არ ჩამიბარებია,არ უპასუხია,მხოლოდ სკოლა,Desktop კომპიუტერი,Linux,PC I5,8 gb,512 gb,,
12/18/2021 20:54:35,მამრობითი,30-34,0-1 წელი,1 წელი - 18 თვე,Back End Developer,არ ვიყენებ,C#,C#,.NET Core,Git,კი,არ ვიყენებთ,0-10,0-10,Full Time,Remote  - Local Projects,ქართული,ფინანსები,საქართველო,1000-1499,საქართველო,არა,100-160,1500-2000,არ უმოქმედია,80-90 %,3-3.5,დავამთავრე -  bachelor,ლეპტოპი,Windows,Acer,16 gb,512 gb,განათლება,
12/18/2021 21:01:47,მამრობითი,21-23,1-2 წელი,0-3 თვე,QA Engineer,AZURE,C++,Java,Selenium,TFS,არ უპასუხია,Azure Pipelines,არ მაქვს account,0-10,Full Time,Remote  - Local Projects,ქართული,ფინანსები,საქართველო,1500-1999,საქართველო,კი,160-240,4k-5k,არ უმოქმედია,40-50 %,2-2.5,დავამთავრე -  bachelor,ლეპტოპი,Windows,Lenovo thinkpad,8 gb,512 gb,,
12/18/2021 22:35:53,მამრობითი,24-26,4-6 წელი,4 წელი,Front End Developer,არ ვიყენებ,C++,Javascript,React,Git,არა,არ ვიყენებთ,10-100,0-10,Both (Full time + Part Time),Office - Local Projects,ქართული,სამთავრობო ორგანიზაცია,საქართველო,5k-6k,საქართველო,კი,160-200,5k-6k,არ უმოქმედია,60-70 %,1.5-2,დავამთავრე - master,Desktop კომპიუტერი,Windows,არ უპასუხია,16 gb,512 gb,,
12/18/2021 22:55:05,მამრობითი,18-20,არ მაქვს,არ ვმუშაობ,Front End Developer,არ ვიყენებ,Python,Javascript,React,Git,არა,არ ვიყენებთ,არ მაქვს account,0-10,არ ვარ დასაქმებული,არ უპასუხია,ინგლისური,ინფორმაციული ტექნოლოგიები,საქართველო,0-299,არ უპასუხია,არ უპასუხია,არ ვარ დასაქმებული,1000-1500,არ უმოქმედია,80-90 %,0.5-1,არასრული ბაკალავრი,ლეპტოპი,Windows,Lenovo ThinkPad,8 gb,512 gb,,
12/19/2021 2:37:58,მამრობითი,27-29,6-9 წელი,0-3 თვე,Front End Developer,არ ვიყენებ,C++,Javascript,Angular,Git,კი,Jenkins,არ მაქვს account,500-1000,Full Time,Remote  - International Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,საქართველო,10k-15k,გერმანია,კი,160-200,7k-10k,არ უმოქმედია,80-90 %,1.5-2,დავამთავრე -  bachelor,ლეპტოპი,Macos,MacBook Pro,16 gb,256 gb,"ბევრი მითაპი და გამოცდილების გაზიარება, თუნდაც მინიმალური იყოს.",პირველ რიგში ალბათ ანაზღაურების შესახებ მივაწოდოთ ინფორმაცია.
12/19/2021 16:19:09,მამრობითი,18-20,0-1 წელი,3 წელი,Back End Developer,AZURE,არ უპასუხია,X++,არც ერთს,TFS,კი,Azure Pipelines,არ მაქვს account,0-10,Part Time,Remote  - International Projects,ქართული,ინფორმაციული ტექნოლოგიები,საქართველო,1000-1499,საქართველო,კი,100-160,2k-3k,არ უმოქმედია,70-80 %,1.5-2,ვსწავლობ -  bachelor,ლეპტოპი,Windows,Lenovo thinkpad,8 gb,512 gb,,
12/19/2021 22:45:01,მამრობითი,24-26,0-1 წელი,4-6 თვე,QA Engineer,არ ვიყენებ,Javascript,Java,არ უპასუხია,Git,კი,Azure Pipelines,0-10,0-10,Full Time,Remote  - Local Projects,ქართული,ფინანსები,საქართველო,1000-1499,საქართველო,კი,160-200,1500-2000,არ უპასუხია,80-90 %,3.8-3.9,ვსწავლობ - master,ლეპტოპი,Windows,არ უპასუხია,8 gb,512 gb,,
12/20/2021 19:52:03,მამრობითი,27-29,2-4 წელი,4-6 წელი,Support Specialist,AWS,C++,C#,.NET,Git,არა,Jenkins,არ მაქვს account,არ მაქვს account,Full Time,Office - Local Projects,ქართული,არ უპასუხია,საქართველო,1000-1499,საქართველო,არა,160-200,1500-2000,არ უმოქმედია,60-70 %,1.5-2,დავამთავრე -  bachelor,Desktop კომპიუტერი,Windows,HP,8 gb,512 gb,ბევრი სასწავლებლები და უფასო ტრენინგები რომ შესაძლებელი და გამარტივებული იყოს ყველა მაღალი დონის სერთიფიკატის აღება...,ბევრი წარმატებული და დაფასებული კადრით ქვეყანაში
12/20/2021 20:56:44,მამრობითი,30-34,12-15 წელი,3 წელი,Business Analyst,არ ვიყენებ,C++,არც ერთს,არც ერთს,Git,კი,Jenkins,არ მაქვს account,არ მაქვს account,Full Time,Office - Local Projects,ქართული,ფინანსები,საქართველო,10k-15k,საქართველო,კი,160-240,10k-15k,არ უმოქმედია,70-80 %,1-1.5,დავამთავრე -  bachelor,Desktop კომპიუტერი,Windows,არ უპასუხია,16 gb,512 gb,,
12/21/2021 14:33:34,მამრობითი,30-34,6-9 წელი,6 თვე - 1 წელი,Back End Developer,Digital Ocean,PHP,PHP,Laravel,Git,კი,არ ვიყენებთ,10-100,0-10,Full Time,Office - Local Projects,ქართული,ინფორმაციული ტექნოლოგიები,საქართველო,6k-7k,საქართველო,კი,160-240,10k-15k,არ უმოქმედია,70-80 %,არ უპასუხია,დავამთავრე -  bachelor,ლეპტოპი,Macos,MacBook Pro,არ უპასუხია,არ უპასუხია,"რეგიონებში უნდა მოხდეს ინფორმაციული ტექნოლოგიების პოპულარიზაცია, სკოლის მოსწავლეებისთვის საბაზისო ცოდნის მიწოდება","მაქსიმალურად მარტივ ენაზე უნდა ავუხსნათ როგორ მუშაობს კომპიუტერი, როგორ ინახება ინფორმაცია, რა არის ინსტრუქციები და როგორ გარდაიქმნება კოდი მანქანურ ენაში"
12/21/2021 23:31:56,მამრობითი,24-26,არ მაქვს,არ ვმუშაობ,Front End Developer,არ ვიყენებ,Javascript,Javascript,React,Git,არ უპასუხია,არ უპასუხია,არ მაქვს account,0-10,არ ვარ დასაქმებული,არ უპასუხია,არ უპასუხია,არ უპასუხია,საქართველო,1000-1499,საქართველო,არ უპასუხია,არ უპასუხია,500-1000,არ უპასუხია,80-90 %,არ უპასუხია,არ უპასუხია,ლეპტოპი,Windows,Asus Tuf,8 gb,512 gb,სკოლის მოსწავლეებისთვის ინფორმაციის მიწოდება ამ სფეროზე,
12/22/2021 14:47:49,მამრობითი,21-23,2-4 წელი,1 წელი - 18 თვე,Front End Developer,არ ვიყენებ,C++,TypeScript,React,Git,კი,Jenkins,200-400,0-10,Both (Full time + Part Time),Remote  - Local Projects,ქართული,გემბლინგი,საქართველო,7k-10k,საქართველო,კი,160-240,10k-15k,არ უმოქმედია,70-80 %,1.5-2,დავამთავრე -  bachelor,ლეპტოპი,Macos,MacBook Pro,16 gb,512 gb,,
12/23/2021 0:12:08,მამრობითი,30-34,12-15 წელი,18 თვე - 2 წელი,Full Stack Developer,არ ვიყენებ,C#,C#,.NET Core,Git,კი,არ ვიყენებთ,0,0-10,Full Time,Remote  - International Projects,ინგლისური,ფინანსები,საქართველო,7k-10k,ამერიკის შეერთებული შტატები,კი,100-160,15k-20k,"კი, გაიზარდა",50-60 %,არ უპასუხია,დავამთავრე -  bachelor,ლეპტოპი,Windows,Lenovo ThinkPad,16 gb,700 gb,მოიმატოს პროგრამისტების ხელფასმა და გაუტოლდეს მინიმუმ უკრაინაში პროგრამისტების ხელფასს.,"უნდა შევთავაზოთ პროგრამირების სწავლა მარტივად. მეტი მარტივი და გასაგები ვიდეო ტუტორიალებით, და მინიმუმ რამოდენიმე ქართული წიგნით მოწინავე ენებზე მაინც, რომელიც იქნება გასაგები. ინგლისური ტერმინების ქართულად გადმოთარგმნა არ არის საჭირო."
12/25/2021 1:40:04,მამრობითი,27-29,9-12 წელი,6 თვე - 1 წელი,Front End Developer,AWS,C++,TypeScript,Angular,Git,კი,Jenkins,200-400,0-10,Full Time,Office -  International Projects,ინგლისური,გემბლინგი,საქართველო,10k-15k,საქართველო,კი,160-200,20k-30k,არ უმოქმედია,80-90 %,2-2.5,ვსწავლობ - master,ლეპტოპი,Macos,არ უპასუხია,16 gb,256 gb,,
12/25/2021 1:42:34,მამრობითი,27-29,0-1 წელი,18 თვე - 2 წელი,Full Stack Developer,AWS,C++,PHP,Laravel,Git,კი,Circle CI,100-200,0-10,Full Time,Office -  International Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,საქართველო,1000-1499,საქართველო,კი,0-40,2k-3k,"კი, გაიზარდა",80-90 %,არ უპასუხია,დავამთავრე -  bachelor,ლეპტოპი,Linux,Acer,32 gb,1 tb,,
12/25/2021 1:44:02,მამრობითი,27-29,6-9 წელი,1 წელი - 18 თვე,Front End Developer,AZURE,C++,Javascript,Angular,Git,კი,არ უპასუხია,0-10,0-10,Full Time,Remote  - International Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,საქართველო,7k-10k,გერმანია,არა,100-160,10k-15k,"კი, გაიზარდა",80-90 %,3.5-3.7,დავამთავრე -  bachelor,ლეპტოპი,Windows,Dell XPS,32 gb,1 tb,,
12/25/2021 1:55:17,მამრობითი,21-23,1-2 წელი,0-3 თვე,Back End Developer,AZURE,C++,PHP,Laravel,Git,არა,არ ვიყენებთ,100-200,0-10,Both (Full time + Part Time),Remote  - International Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,საქართველო,3k-4k,საქართველო,კი,160-200,3k-4k,არ უმოქმედია,ჩავიჭერი,არ უპასუხია,მხოლოდ სკოლა,ლეპტოპი,Windows,არ უპასუხია,16 gb,512 gb,,
