index,Timestamp,1. სად ნახეთ ეს გამოკითხვა?,2. სქესი,3. ასაკი,4. სამუშაო გამოცდილება IT სფეროში,5. რომელ კატეგორიას მიეკუთვნებით ყველაზე მეტად?,იყენებთ თუ არა cloud-ს და რომელს?,6. რომელ პროგრამირების ენას იყენებთ ძირითადად?,7. რომელ framework-ს იყენებთ ძირითადად?,8. რას იყენებთ source control-ისთვის?,9. გყავთ თუ არა ტესტერები?,10. რას იყენებთ continuous integration-ისთვის?,11. თქვენი Stackoverflow-ს რეიტინგი,12. Max რამდენი star აქვს თქვენს ყველაზე პოპულარულ პროექტს github-ზე,13. დასაქმების ტიპი,14. სამუშაოს ტიპი,სამუშაო ენა,15. ძირითადი დამსაქმებელი ორგანიზაცის საქმიანობის სფერო ,16. ქვეყანა სადაც ფიზიკურად იმყოფებით,"ქვეყანა, საიდანაც ყველაზე მეტი შემოსავალი გაქვთ მიღებული  ბოლო ერთი წლის მანძილზე",კმაყოფილი ხართ ახლანდელი სამუშაო ადგილით?,17. საშუალოდ რამდენ საათს მუშაობთ თვეში (და არა კვირაში!) ?,"თქვენი აზრით ხელფასის რა რაოდენობა შეეფერება თქვენს ამჟამინდელ ცოდნას და გამოცდილებას (ლარებში, თვიურად)",იმოქმედა თუ არა Covid-19 პანდემიამ თქვენს შემოსავალზე?,ეროვნული გამოცდების ქულა უნარებში ,თქვენი GPA უნივერსიტეტში (თუ სწავლობთ ან დამთავრებული გაქვთ),განათლების დონე,რომელზე მუშაობთ ძირითადად?,"ვინმეს რომ ეკითხა რა კომპიუტერზე მუშაობთო, რას უპასუხებდით?",ლეპტოპის მოდელი,რამდენი აქვს ოპერატიული მეხსიერება? (RAM),რომელი მეხსიერების ტიპი აქვს კომპიუტერს?,რამდენი აქვს მეხსიერება? ,"19. ღია კითხვა -  თქვენი აზრით რა უნდა გაკეთდეს იმისთვის, რომ საქართველომ მიაღწიოს  პროგრესს ინფორმაციული ტექნოლოგიების კუთხით?    ",20. ღია კითხვა - როგორ უნდა დავაინტერესოთ მომავალი თაობა ინფორმაციული ტექნოლოგიებით,18. საშუალო თვიური შემოსავალი ხელზე ლარებში ბოლო 1 წლის მანძილზე
295,10/10/2020 19:06:51,"ჯგუფ - ""Georgian Web & Mobile Development Industry"" -ში",მამრობითი,27-29,4-6 წელი,Full Stack Developer,AWS,C#,.NET Core,Git,კი,Jenkins,არ მაქვს account,არ მაქვს account,Full Time,Office - Local Projects,ქართული,ფინანსები,საქართველო,საქართველო,კი,100-160,7k-10k,არ უმოქმედია,90 - 100 %,არ უპასუხია,დავამთავრე -  bachelor,Desktop კომპიუტერი,PC ,PC,24 gb,SSD  (სწრაფი),1 tb,,,5k-6k
296,10/13/2020 11:30:56,JavaScript Georgia,მდედრობითი,24-26,2-4 წელი,Front End Developer,არ ვიყენებ,TypeScript,Angular,Git,არა,არ ვიყენებთ,0-10,0-10,Full Time,Office - Local Projects,ქართული,სადაზღვევო სფერო,საქართველო,საქართველო,კი,100-160,2k-3k,"კი, გაიზარდა",40-50 %,არ უპასუხია,მხოლოდ სკოლა,Desktop კომპიუტერი,არ უპასუხია,არ უპასუხია,16 gb,SSD  (სწრაფი),1 tb,,,2k-3k
297,10/11/2020 0:32:55,მეგობარმა გამომიგზავნა,მამრობითი,27-29,6-9 წელი,Full Stack Developer,არ ვიყენებ,Java,Spring,Git,კი,Jenkins,არ მაქვს account,არ მაქვს account,Full Time,Office - Local Projects,ქართული,ფინანსები,საქართველო,საქართველო,კი,160-200,5k-6k,არ უმოქმედია,80-90 %,1.5-2,დავამთავრე - master,Desktop კომპიუტერი,PC ,PC,16 gb,SSD  (სწრაფი),256 gb,,,4k-5k
298,10/12/2020 20:17:14,JavaScript Georgia,მამრობითი,21-23,2-4 წელი,QA Engineer,არ ვიყენებ,SQL,არც ერთს,არ ვიყენებთ,კი,არ ვიყენებთ,არ მაქვს account,არ მაქვს account,Full Time,არ უპასუხია,ქართული,ფინანსები,საქართველო,საქართველო,არა,100-160,1500-2000,"კი, შემცირდა",60-70 %,1.5-2,ვსწავლობ - master,ორივე,PC ,PC,16 gb,HDD (ნელი),512 gb,ვფიქრობ საქართველო ამ მხეივ საკმაოდ კარგი ტემპით მიიწევს წინ.,"ვფიქრობ სკოლის ასაკიდან უკვე უნდა შევუქმნათ მცირედი წარმოდგენა მაინც ინფორმაციული ტექნოლოგიების კუთხით, აქვე ვიტყვი იმას რომ საკმაოდ მაღალია დაინტერესება დღესდღეისობით",500-999
299,10/13/2020 13:18:09,"ჯგუფ - ""Georgian Web & Mobile Development Industry"" -ში",მამრობითი,21-23,არ მაქვს,Front End Developer,არ ვიყენებ,Javascript,არც ერთს,Git,არა,არ ვიყენებთ,არ მაქვს account,0-10,არ ვარ დასაქმებული,არ უპასუხია,არ უპასუხია,არ უპასუხია,საქართველო,არ უპასუხია,არ უპასუხია,არ უპასუხია,300-500,არ უმოქმედია,70-80 %,2.5-3,ვსწავლობ - master,ლეპტოპი,HP Omen,HP,16 gb,"ორივე (SSD, HDD)",1 tb,"სტაჟიორები ვეძებოთ, მოვძებნოთ ადამიანები ვინც დაინტერესებულია ამ სფეროთი მაგრამ ჯერ არ იცის. ","სკოლაში შევიტანოთ საგნები, სადაც ისინი ისწავლია თუნდაც კავკასზე ხატვას, უმარტივესი პროგრამების შექმნას, ვეგვერდების აწყობას და ასე შემდეგ. ჩემი ბავშვობის ოცნება იყო, უბრალოდ ბოლო 1 წელია მივხვდი, რომ this is not some tockey science , ან შეიძლება არის, მაგრამ აზრს მიხვდებით.",არ უპასუხია
300,10/13/2020 13:22:12,"ჯგუფ - ""Georgian Web & Mobile Development Industry"" -ში",მამრობითი,21-23,1-2 წელი,Full Stack Developer,არ ვიყენებ,Java,Spring,Git,არა,Jenkins,არ მაქვს account,0-10,Full Time,Office -  International Projects,ქართული,ინფორმაციული ტექნოლოგიები,საქართველო,საქართველო,კი,40-100,4k-5k,არ უმოქმედია,90 - 100 %,2.5-3,ვსწავლობ -  bachelor,ლეპტოპი,Lenovo Thinkpad,Lenovo,16 gb,SSD  (სწრაფი),512 gb,"აქტიური ქომიუნითები უნდა არსებობდეს, რომელიც თავის გამოცდილებას გააზიარებს","უნდა დავაწერინოთ კოდი რო გაიგონ საერთოდ რა არი, ესე შორიდან შეიძლება უინტერესო ან რთული ჩანდეს.",2k-3k
301,10/13/2020 14:32:17,JavaScript Georgia,მამრობითი,21-23,2-4 წელი,Front End Developer,Google Cloud Platform,Javascript,არ უპასუხია,Git,კი,Jenkins,0-10,0-10,Full Time,Office - Local Projects,ქართული,ფინანსები,საქართველო,საქართველო,კი,40-100,3k-4k,არ უმოქმედია,90 - 100 %,1.5-2,ვსწავლობ -  bachelor,Desktop კომპიუტერი,არ უპასუხია,არ უპასუხია,16 gb,HDD (ნელი),256 gb,,,2k-3k
302,10/13/2020 14:43:09,"ჯგუფ - ""Remote Work - Georgian Community"" -ში",მამრობითი,30-34,4-6 წელი,ML Engineer,AWS,Python,Flask,Git,არა,არ ვიყენებთ,0-10,0-10,Full Time,Office -  International Projects,ინგლისური,არ უპასუხია,საქართველო,საქართველო,კი,160-200,3k-4k,არ უმოქმედია,90 - 100 %,2.5-3,დავამთავრე - master,ლეპტოპი,Dell Inspirion,Dell,8 gb,SSD  (სწრაფი),512 gb,,,3k-4k
303,10/13/2020 14:45:45,"ჯგუფ - ""Georgian Web & Mobile Development Industry"" -ში",მამრობითი,35-39,20-25 წელი,UI / UX,არ ვიყენებ,არც ერთს,არც ერთს,არ ვიყენებთ,კი,არ ვიყენებთ,არ მაქვს account,არ მაქვს account,Both (Full time + Part Time),Remote  - International Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,საქართველო,საქართველო,კი,0-40,10k-15k,არ უმოქმედია,ჯერ არ ჩამიბარებია,არ უპასუხია,მხოლოდ სკოლა,ლეპტოპი,არ უპასუხია,არ უპასუხია,16 gb,SSD  (სწრაფი),256 gb,,,3k-4k
304,10/13/2020 2:11:18,JavaScript Georgia,მამრობითი,24-26,არ მაქვს,Front End Developer,არ ვიყენებ,TypeScript,.NET Core,Git,არა,არ ვიყენებთ,0-10,500-1000,არ ვარ დასაქმებული,არ უპასუხია,ქართული,არ უპასუხია,საქართველო,საქართველო,არ უპასუხია,40-100,0-300,არ უპასუხია,70-80 %,0-0.5,ვსწავლობ კოლეჯში,Desktop კომპიუტერი,PC ,PC,არ უპასუხია,HDD (ნელი),160 gb,უფრო მეტი დაინტერესება უნდა გამოიწვიოს ინფორმაციულმა ტექნოლოგიებმა ახალგაზრდებში,მივაწოდოთ სწორად ამ მიამრთულებით მეტი ინფორმაცია,არ უპასუხია
305,10/13/2020 8:56:08,JavaScript Georgia,მამრობითი,27-29,1-2 წელი,Full Stack Developer,არ ვიყენებ,Python,Django,Git,არა,არ ვიყენებთ,არ მაქვს account,არ მაქვს account,Full Time,Remote  - International Projects,ინგლისური,არ უპასუხია,საქართველო,საქართველო,არ უპასუხია,100-160,1000-1500,"კი, შემცირდა",80-90 %,1.5-2,დავამთავრე -  bachelor,Desktop კომპიუტერი,PC ,PC,8 gb,არ უპასუხია,16 gb,ნაკლები თეორიული სწავლება,შესაძლებლობების პრეზენტაციებით,1000-1499
306,10/13/2020 15:52:27,"ჯგუფ - ""Georgian Web & Mobile Development Industry"" -ში",მამრობითი,35-39,15-20 წელი,Back End Developer,AWS,SQL,Flask,Git,კი,არ ვიყენებთ,1000-2000,10-20,Part Time,Office - Local Projects,ქართული,ინფორმაციული ტექნოლოგიები,საქართველო,საქართველო,კი,40-100,7k-10k,"კი, გაიზარდა",90 - 100 %,არ უპასუხია,მხოლოდ სკოლა,ლეპტოპი,Lenovo Thinkpad,Lenovo,8 gb,SSD  (სწრაფი),256 gb,,"საჭიროა რაიმე შიდა აბსტრაქტული ამბიციური მიზანი რომელზეც მოხდება ტექნოლოგიური პროგრესის ვექტორის სწორება, მაგალითად ქართული კოსმოსური პროგრამა. მიუხედავად იმის რომ შიდა წარმოების მრავალჯერადი გამოყენების რაკეტა შეიძლება ვერასდროს დავამზადოთ ან შეიძლება არასდროს გვქონდეს საკუთარი სატელიტი კოსმოსში ან კომერციულად მომგებიანი კოსმოსური მომსახურება, მასეთი ამბიციის არსებობა ქვეყანაში გამოიწვევდა მთელი რიგი პროფესიების ათვისებისებისთვის ახლებურად მოტივირებას და შთააგონებდა მომავალ თაობებს, ისე როგორც ცივი ომის დროს კოსმოსმოსით და ახალი ტექნოლოგიების პერსპექტივებით შთაგონებული მოსწავლეები იქცნენ ადამიანებად რომლების დამსახურებითაც ტექნოლოგიები პროგრესირდა.

ყოველთვის იარსებებენ დიდი რაოდენობით ადამიანები უკიდურესი გაჭირვების ზღვარზე ვიდრე შეთანხმებულად არ გადავწყვეტთ ქვეყნის ყველასთვის სასარგებლოდ გადაწყობას. ერთი სიტყვით არაფერი გვეშველება ვიდრე წინასაარჩევნო კვლევებში ყურძენი, გლეხი და პენსიონერი ამოდის.",6k-7k
307,10/13/2020 17:04:00,"ჯგუფ - ""Georgian Web & Mobile Development Industry"" -ში",მამრობითი,21-23,4-6 წელი,Full Stack Developer,Digital Ocean,Java,Laravel,Git,კი,არ ვიყენებთ,0-10,10-20,Part Time,Office -  International Projects,ქართული,ინფორმაციული ტექნოლოგიები,საქართველო,საქართველო,კი,400+,6k-7k,"კი, გაიზარდა",80-90 %,2-2.5,ვსწავლობ -  bachelor,Desktop კომპიუტერი,Macbook Pro,Macbook,16 gb,SSD  (სწრაფი),1 tb,,,4k-5k
308,10/14/2020 14:55:37,"ჯგუფ - ""Georgian Web & Mobile Development Industry"" -ში",მამრობითი,21-23,2-4 წელი,Front End Developer,Digital Ocean,TypeScript,Angular,Git,კი,Jenkins,არ უპასუხია,არ უპასუხია,Full Time,Office - Local Projects,ქართული,ფინანსები,საქართველო,საქართველო,კი,100-160,არ უპასუხია,არ უმოქმედია,60-70 %,არ უპასუხია,ვსწავლობ -  bachelor,ლეპტოპი,არ უპასუხია,არ უპასუხია,8 gb,HDD (ნელი),არ უპასუხია,,,არ უპასუხია
309,10/13/2020 11:24:15,"ჯგუფ - ""Georgian Web & Mobile Development Industry"" -ში",მამრობითი,21-23,2-4 წელი,Game Developer,არ ვიყენებ,C#,.NET Core,Git,არა,არ ვიყენებთ,400-700,0-10,Full Time,Office - Local Projects,ქართული,ინფორმაციული ტექნოლოგიები,საქართველო,საქართველო,კი,160-200,1500-2000,არ უმოქმედია,80-90 %,1.5-2,დავამთავრე -  bachelor,Desktop კომპიუტერი,PC ,PC,16 gb,SSD  (სწრაფი),256 gb,"პოპულარიზაცია, სკოლებში სავალდებულო საგნად შეტანა ელემენტარული პროგრამირების და კომპიუტერის არქიტექტურის",გავხადოთ ტრენდული,1000-1499
310,10/13/2020 12:36:39,"ჯგუფ - ""Georgian Web & Mobile Development Industry"" -ში",მამრობითი,24-26,4-6 წელი,Back End Developer,AWS,C#,.NET Core,Git,კი,Bitbucket pipelines,700-1000,0-10,Full Time,Remote  - Local Projects,ქართული,ინფორმაციული ტექნოლოგიები,საქართველო,საქართველო,კი,160-200,7k-10k,არ უმოქმედია,70-80 %,2-2.5,ვსწავლობ -  bachelor,Desktop კომპიუტერი,PC ,PC,32 gb,SSD  (სწრაფი),1 tb,"დღგ-ს შემცირება ამ მიმართულებით მომუშავე კომპანიებისთვის, რაც უფრო გაზრდის ინვესტიციებს, როგორც შიდა, ასევე უცხო ინვესტორებისგან",არდუინოზე პატარა სათამაშოების აწყობით,5k-6k
311,10/13/2020 22:47:37,"ჯგუფ - ""Georgian Web & Mobile Development Industry"" -ში",მამრობითი,35-39,12-15 წელი,Back End Developer,Google Cloud Platform,C#,.NET Core,Git,კი,არ ვიყენებთ,არ მაქვს account,0-10,Full Time,Office - Local Projects,ქართული,ინფორმაციული ტექნოლოგიები,საქართველო,საქართველო,კი,240-300,7k-10k,არ უმოქმედია,არ უპასუხია,არ უპასუხია,დავამთავრე - master,ლეპტოპი,Lenovo Thinkpad,Lenovo,16 gb,SSD  (სწრაფი),512 gb,,,6k-7k
312,10/13/2020 22:50:57,"ჯგუფ - ""Georgian Web & Mobile Development Industry"" -ში",მამრობითი,21-23,2-4 წელი,Full Stack Developer,Digital Ocean,Javascript,Angular,Git,კი,Travis,არ მაქვს account,0-10,Both (Full time + Part Time),Office - Local Projects,ქართული,ინფორმაციული ტექნოლოგიები,საქართველო,საქართველო,კი,160-240,5k-6k,"კი, გაიზარდა",80-90 %,2-2.5,ვსწავლობ -  bachelor,ლეპტოპი,Lenovo Legion,Lenovo,16 gb,SSD  (სწრაფი),512 gb,"ლეგასი კოდის საპორტს უნდა შევეშვათ ყველგან და თანამედროვე ტექნოლოგიებზე უნდა გადავერთოთ, უნდა გვქონდეს დელეგირებული დიდ და პატარა ორგანიზაციებში როლები აღარ უნდა გვყავდეს ყველაფერშიკი გარიკები","$ ? ეს აინტერესებს პირველ ეტაპზე ყველას, სპორტული ინტერესი მერე მოდის გემოს რო გაუგებენ",7k-10k
313,10/13/2020 22:51:39,"ჯგუფ - ""Tech Jobs Georgia""-ში",მდედრობითი,24-26,1-2 წელი,System Administrator,AZURE,არც ერთს,არც ერთს,არ ვიყენებთ,კი,არ ვიყენებთ,არ მაქვს account,არ მაქვს account,Full Time,Office - Local Projects,ქართული,ფინანსები,საქართველო,საქართველო,არა,160-200,2k-3k,არ უმოქმედია,90 - 100 %,3.5-3.7,დავამთავრე -  bachelor,ლეპტოპი,Lenovo Thinkpad,Lenovo,16 gb,SSD  (სწრაფი),512 gb,,,1000-1499
314,10/13/2020 22:55:28,"ჯგუფ - ""Tech Jobs Georgia""-ში",მამრობითი,27-29,9-12 წელი,Full Stack Developer,Digital Ocean,Javascript,React,Git,კი,Jenkins,5k-10k,0-10,Both (Full time + Part Time),Remote  - Local Projects,ქართული,გემბლინგი,საქართველო,საქართველო,კი,300-400,10k-15k,არ უმოქმედია,80-90 %,3-3.5,დავამთავრე -  bachelor,ლეპტოპი,Macbook Pro,Macbook,32 gb,SSD  (სწრაფი),512 gb,,,7k-10k
315,10/13/2020 23:10:50,"ჯგუფ - ""Tech Jobs Georgia""-ში",მამრობითი,18-20,არ მაქვს,არ უპასუხია,არ ვიყენებ,C/C++,არც ერთს,არ ვიყენებთ,არა,არ ვიყენებთ,არ მაქვს account,არ მაქვს account,არ ვარ დასაქმებული,არ უპასუხია,არ უპასუხია,არ უპასუხია,არ უპასუხია,არ უპასუხია,არ უპასუხია,არ უპასუხია,300-500,არ უპასუხია,80-90 %,არ უპასუხია,ვსწავლობ -  bachelor,Desktop კომპიუტერი,არ უპასუხია,არ უპასუხია,4 gb,HDD (ნელი),512 gb,უნდა დავიწყოთ ახალგარდების დაინტერესება ამ სფეროთი. ეს ყველაფერი კი გამოიწვევს ამ სფეროში განათლების დონის აწევას. ხოლო ამას კი მოყვება უცხოური სერიოზული კომპანიების დაინტერესება საქართველოთი რაც პირდაპირ პროპორციულ კავშირშია ამ სფეროს განვითარებასთან. ,"ჩემი აზრით  ახალი თაობის დაინტერესებისთვის უნდა დავიწყოთ სკოლებში პროგრამირების გაკვეთილების თუარა კლუბების გახსნა მაინც, ამ კლუბებით კი ბევრი დაინტერესდება ამ სფეროთი და ერთვარი ტესტი იქნება საკუთარი თავისთვის(მაგ: ვივარგებ თუ არა ამ სფეროში). ",არ უპასუხია
316,10/13/2020 23:17:50,"ჯგუფ - ""Tech Jobs Georgia""-ში",მამრობითი,30-34,0-1 წელი,Front End Developer,არ ვიყენებ,Javascript,React,Git,არ უპასუხია,არ უპასუხია,არ უპასუხია,არ უპასუხია,Full Time,Remote  - Local Projects,ინგლისური,არასამთავრობო ორგანიზაცია,საქართველო,საქართველო,კი,0-40,1000-1500,არ უპასუხია,50-60 %,არ უპასუხია,დავამთავრე -  bachelor,ლეპტოპი,არ უპასუხია,არ უპასუხია,6 gb,SSD  (სწრაფი),160 gb, ,,1000-1499
317,10/8/2020 19:54:29,"ჯგუფ - ""Remote Work - Georgian Community"" -ში",მამრობითი,24-26,2-4 წელი,Full Stack Developer,Digital Ocean,Java,Spring,Git,არა,Travis,100-200,0-10,Full Time,Remote  - International Projects,ინგლისური,არასამთავრობო ორგანიზაცია,საქართველო,ესტონეთი,კი,160-240,7k-10k,"კი, შემცირდა",80-90 %,3-3.5,დავამთავრე -  bachelor,ლეპტოპი,Acer ,Acer,16 gb,SSD  (სწრაფი),512 gb,,,50k+
318,10/13/2020 23:22:07,"ჯგუფ - ""Tech Jobs Georgia""-ში",მამრობითი,27-29,6-9 წელი,System Administrator,Digital Ocean,არც ერთს,არც ერთს,არ ვიყენებთ,კი,არ ვიყენებთ,არ მაქვს account,არ მაქვს account,Both (Full time + Part Time),Office - Local Projects,ქართული,ინფორმაციული ტექნოლოგიები,საქართველო,საქართველო,კი,100-160,5k-6k,არ უმოქმედია,80-90 %,1.5-2,დავამთავრე - master,ორივე,Lenovo Thinkpad,Lenovo,16 gb,SSD  (სწრაფი),512 gb,,,2k-3k
319,10/7/2020 22:55:20,"ჯგუფ - ""Remote Work - Georgian Community"" -ში",მამრობითი,27-29,6-9 წელი,ML Engineer,AZURE,Python,Django,TFS,კი,Teamcity,10k-20k,10k+,Both (Full time + Part Time),Remote  - Local Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,საქართველო,ინდოეთი,არა,არ უპასუხია,არ უპასუხია,"კი, გაიზარდა",90 - 100 %,4,ვსწავლობ - PHD,ლეპტოპი,არ უპასუხია,არ უპასუხია,32 gb,SSD  (სწრაფი),512 gb,,,არ უპასუხია
320,10/13/2020 15:03:37,JavaScript Georgia,მამრობითი,21-23,0-1 წელი,Full Stack Developer,AZURE,C#,.NET Core,Git,არა,არ ვიყენებთ,0-10,0-10,Both (Full time + Part Time),Office - Local Projects,ქართული,ფინანსები,საქართველო,საქართველო,კი,160-240,4k-5k,"კი, გაიზარდა",90 - 100 %,2-2.5,ვსწავლობ -  bachelor,Desktop კომპიუტერი,PC ,PC,32 gb,SSD  (სწრაფი),512 gb,"უნდა გაძლიერდეს ეკონომიკა, რომ ხალხმა შეძლოს პროგრამულ უზრუნველყოფაში ფულის გადახდა და ასევე საჭიროა განათლება IT სფეროში რომ ხალხმა უკეთ გაიგოს მისი მნიშვნელობა",სკოლაში ვასწავლოთ საბაზისო დონე საინტერესოდ (მაგალითად მარტივი თამაშების გაკეთებით) ,4k-5k
321,10/13/2020 23:34:15,"ჯგუფ - ""Tech Jobs Georgia""-ში",მამრობითი,27-29,არ მაქვს,Front End Developer,არ ვიყენებ,Javascript,React,Git,არა,არ ვიყენებთ,10-100,0-10,არ ვარ დასაქმებული,არ უპასუხია,არ უპასუხია,არ უპასუხია,საქართველო,არ უპასუხია,არ უპასუხია,არ უპასუხია,არ უპასუხია,არ უმოქმედია,არ უპასუხია,არ უპასუხია,არ უპასუხია,არ უპასუხია,არ უპასუხია,არ უპასუხია,არ უპასუხია,არ უპასუხია,არ უპასუხია,,,არ უპასუხია
322,10/13/2020 23:31:10,"ჯგუფ - ""Tech Jobs Georgia""-ში",მამრობითი,27-29,2-4 წელი,System Administrator,არ ვიყენებ,Python,არც ერთს,Git,არა,არ ვიყენებთ,არ მაქვს account,არ მაქვს account,Full Time,Office - Local Projects,ქართული,იურიდიული,საქართველო,საქართველო,არა,240-300,4k-5k,"კი, შემცირდა",70-80 %,3-3.5,დავამთავრე -  bachelor,Desktop კომპიუტერი,PC ,PC,8 gb,"ორივე (SSD, HDD)",256 gb,"სემინარები, ვებინარები, IT სფეროს წინ წამოწევა და შესაბამისი ანაზღაურების დანერგვა. ","სემინარები, ვებინარები, IT სფეროს წინ წამოწევა და შესაბამისი ანაზღაურების დანერგვა. ",1000-1499
323,10/13/2020 23:37:53,"ჯგუფ - ""Tech Jobs Georgia""-ში",მამრობითი,21-23,2-4 წელი,Front End Developer,AWS,Javascript,Vue,Git,კი,არ ვიყენებთ,არ მაქვს account,0-10,Full Time,Office - Local Projects,ქართული,ინფორმაციული ტექნოლოგიები,საქართველო,საქართველო,კი,40-100,2k-3k,"კი, შემცირდა",40-50 %,0-0.5,დავამთავრე -  bachelor,ლეპტოპი,Macbook Pro,Macbook,8 gb,SSD  (სწრაფი),128 gb,,,2k-3k
324,10/13/2020 23:36:00,"ჯგუფ - ""Tech Jobs Georgia""-ში",მამრობითი,21-23,1-2 წელი,Front End Developer,Digital Ocean,Javascript,React,Git,კი,Jenkins,10-100,0-10,Full Time,Office -  International Projects,ინგლისური,არ უპასუხია,საქართველო,ისრაელი,კი,500,3k-4k,არ უმოქმედია,70-80 %,2-2.5,დავამთავრე -  bachelor,Desktop კომპიუტერი,PC ,PC,8 gb,SSD  (სწრაფი),256 gb,მეტი თავისუფლება ბიზნეს ყველა სფეროში,"უფრო cool რაღაცები გავაკეთოთ, ვიდეოები,ბლოგები შეხვედრები და ა.შ.",1000-1499
325,10/13/2020 23:44:23,"ჯგუფ - ""Tech Jobs Georgia""-ში",მამრობითი,21-23,არ მაქვს,Full Stack Developer,არ ვიყენებ,Java,არც ერთს,Git,არა,არ ვიყენებთ,არ მაქვს account,0-10,არ ვარ დასაქმებული,არ უპასუხია,ინგლისური,არ უპასუხია,საქართველო,საქართველო,არ უპასუხია,40-100,1000-1500,არ უპასუხია,80-90 %,2.5-3,ვსწავლობ -  bachelor,ლეპტოპი,Dell Vostro,Dell,4 gb,SSD  (სწრაფი),256 gb,,,არ უპასუხია
326,10/14/2020 0:45:37,"ჯგუფ - ""Tech Jobs Georgia""-ში",მამრობითი,30-34,4-6 წელი,Full Stack Developer,Netlify,Javascript,React,Git,არა,არ ვიყენებთ,0-10,0-10,არ ვარ დასაქმებული,Remote  - International Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,საქართველო,ამერიკის შეერთებული შტატები,არა,160-200,4k-5k,არ უმოქმედია,70-80 %,3.7-3.8,დავამთავრე - master,Desktop კომპიუტერი,PC ,PC,24 gb,SSD  (სწრაფი),6 tb,IT განათლება მინიმუმ 4-ე კლასიდან უნდა დაინერგოს,აზზე არ ვარ,0-299
327,10/13/2020 23:52:47,"ჯგუფ - ""Tech Jobs Georgia""-ში",მამრობითი,24-26,2-4 წელი,Front End Developer,არ ვიყენებ,Javascript,Angular,Git,კი,Jenkins,1000-2000,0-10,Full Time,Remote  - Local Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,საქართველო,საქართველო,არა,100-160,6k-7k,არ უმოქმედია,70-80 %,1.5-2,დავამთავრე - master,ლეპტოპი,Macbook Pro,Macbook,8 gb,SSD  (სწრაფი),არ უპასუხია,მეტი ინვესტიცია,სკოლიდან მოხდეს სწავლება,3k-4k
328,10/13/2020 23:54:52,"ჯგუფ - ""Tech Jobs Georgia""-ში",მამრობითი,27-29,1-2 წელი,Business Analyst,AWS,C#,.NET,არ უპასუხია,კი,არ უპასუხია,არ მაქვს account,არ მაქვს account,Full Time,Office - Local Projects,ქართული,ინფორმაციული ტექნოლოგიები,საქართველო,საქართველო,არა,40-100,4k-5k,არ უმოქმედია,90 - 100 %,3-3.5,დავამთავრე - master,ლეპტოპი,არ უპასუხია,არ უპასუხია,8 gb,SSD  (სწრაფი),512 gb,,,2k-3k
330,10/14/2020 11:09:05,"ჯგუფ - ""Tech Jobs Georgia""-ში",მამრობითი,30-34,9-12 წელი,Back End Developer,AZURE,C#,.NET Core,Git,კი,Azure Devops,0-10,0-10,Both (Full time + Part Time),Remote  - International Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,საქართველო,საქართველო,არა,40-100,10k-15k,"კი, გაიზარდა",70-80 %,2-2.5,დავამთავრე -  bachelor,Desktop კომპიუტერი,PC ,PC,16 gb,"ორივე (SSD, HDD)",512 gb,"მეტი ინფორმირებულობა ახალგაზრდეს იმის შესახებ, რომ მხოლოდ ინტერნეტია საჭირო კარგი პროფესიონალი რომ გახდე.",,6k-7k
331,10/14/2020 1:09:39,"ჯგუფ - ""Tech Jobs Georgia""-ში",მდედრობითი,24-26,1-2 წელი,Front End Developer,Digital Ocean,Javascript,React,Git,არა,არ ვიყენებთ,100-200,0-10,Part Time,Remote  - Local Projects,ქართული,ინფორმაციული ტექნოლოგიები,საქართველო,საქართველო,არა,100-160,500-1000,არ უმოქმედია,70-80 %,2.5-3,დავამთავრე -  bachelor,ლეპტოპი,Fujitsu Lifebook,Fujitsu,8 gb,SSD  (სწრაფი),256 gb,"უნდა შეიქმნას ისეთი პირობები დამსაქმებლების მხრიდან, რომ ახალგაზრდებს ან დამწყებ მოტივირებულ ადამიანებს, ვინც ახლა იწყებს სწავლას და განვითარებას სჯეროდეს იმის რომ საქართველოში ქართულ პროექტებზე მუშაობითაც შეუძლია ისეთი გამოცდილების და შემოსავლის მიღება, როგორც განვითარებულ ქვეყნებში, სადაც ზუსტად იგივე შრომა ბევრად ძვირად ფასობს. ასეთი პირობები რომ შეიქმნას ქვეყანაში რესურსის გადინება ნაკლებად მოხდება და რეალური, ძლიერი კადრები ქვეყნის კეთილდღეობას მოხმარდება.",ასაკის და ინტერესების შესაბამისი რესურსით. თამაშებით.,300-499
332,10/16/2020 9:49:58,"ჯგუფ - ""Tech Jobs Georgia""-ში",მამრობითი,30-34,9-12 წელი,Support Specialist,არ ვიყენებ,PHP,არც ერთს,Git,არა,არ ვიყენებთ,არ მაქვს account,არ უპასუხია,Full Time,Office - Local Projects,ქართული,ფინანსები,საქართველო,საქართველო,არა,160-240,1000-1500,არ უმოქმედია,60-70 %,3-3.5,ვსწავლობ - PHD,Desktop კომპიუტერი,PC ,PC,12 gb,SSD  (სწრაფი),256 gb,კარგი სასწავლო ბაზა,"Youtube-ის საშუალებით , სადაც ემილიამ შეძლო იქაც ჩვენ შევძლებთ",1000-1499
